# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 3K of event 'L1-icache-load-misses'
# Event count (approx.): 3950
#
# Overhead  Command      Source Shared Object   Source Symbol                        Target Symbol                         Basic Block Cycles
# ........  ...........  .....................  ...................................  ....................................  ..................
#
     0.03%  memcached    libevent-2.1.so.7.0.1  [.] 0x000000000001c712         [.] evutil_gettime_monotonic_@plt  64                
     0.03%  memcached    libevent-2.1.so.7.0.1  [.] 0x000000000001c712         [.] evutil_gettime_monotonic_@plt  23                
     0.03%  memcached    libevent-2.1.so.7.0.1  [.] 0x000000000001c712         [.] evutil_gettime_monotonic_@plt  18                
     0.03%  memcached    libevent-2.1.so.7.0.1  [.] 0x000000000002b024         [.] event_base_loop                104               
     0.03%  memcached    libevent-2.1.so.7.0.1  [.] 0x000000000002b024         [.] event_base_loop                57                
     0.03%  memcached    libevent-2.1.so.7.0.1  [.] 0x000000000002b024         [.] event_base_loop                54                
     0.03%  memcached    libc.so.6              [.] clock_gettime              [.] 0x0000000000000c10             141               
     0.03%  memcached    libc.so.6              [.] clock_gettime              [.] 0x0000000000000c10             97                
     0.03%  memcached    libc.so.6              [.] clock_gettime              [.] 0x0000000000000c10             62                
     0.03%  memcached    libc.so.6              [.] epoll_wait                 [.] 0x0000000000085820             44                
     0.03%  memcached    libc.so.6              [.] epoll_wait                 [.] 0x0000000000085820             38                
     0.03%  memcached    libc.so.6              [.] epoll_wait                 [.] 0x0000000000085820             37                
     0.03%  memcached    libc.so.6              [.] 0x0000000000085825         [.] epoll_wait                     83                
     0.03%  memcached    libc.so.6              [.] 0x0000000000085825         [.] epoll_wait                     52                
     0.03%  memcached    libc.so.6              [.] 0x0000000000085825         [.] epoll_wait                     48                
     0.03%  memcached    [vdso]                 [.] 0x0000000000000873         [.] clock_gettime                  267               
     0.03%  memcached    [vdso]                 [.] 0x0000000000000873         [.] clock_gettime                  1                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa860686b         [k] 0xffffffffa889ff90             1                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8606879         [k] 0xffffffffa86426cf             6                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa860f128         [k] 0xffffffffa8617df0             28                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa860f145         [k] 0xffffffffa8696e90             13                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa860f176         [k] 0xffffffffa8610bcc             8                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa86101f3         [k] 0xffffffffa8610aed             50                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8610af5         [k] 0xffffffffa8696cf0             7                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8610b39         [k] 0xffffffffa8612580             16                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8610b59         [k] 0xffffffffa868a850             6                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8610bc7         [k] 0xffffffffa860f100             59                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa86125ba         [k] 0xffffffffa8610b3e             22                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa86172ab         [k] 0xffffffffa8617e39             21                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa86172ab         [k] 0xffffffffa8617e39             20                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa86172e3         [k] 0xffffffffa8617e39             39                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8617e34         [k] 0xffffffffa8617200             68                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8617e3a         [k] 0xffffffffa860f12d             9                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8617e3a         [k] 0xffffffffa860f12d             8                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8617e3a         [k] 0xffffffffa860f12d             7                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa86426ba         [k] 0xffffffffa8649d70             5                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa86426ba         [k] 0xffffffffa8649d70             4                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa86426cd         [k] 0xffffffffa8684b70             1                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa86426cd         [k] 0xffffffffa8db7360             9                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa86426d7         [k] 0xffffffffa8649d70             10                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa86426d7         [k] 0xffffffffa8649d70             1                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa86492f2         [k] 0xffffffffa8649d79             41                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa86492f2         [k] 0xffffffffa8649d79             40                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa86492f2         [k] 0xffffffffa8649d79             38                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa86492f2         [k] 0xffffffffa8649d79             25                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa86492f2         [k] 0xffffffffa8649d79             23                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8649d74         [k] 0xffffffffa8649240             8                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8649d7a         [k] 0xffffffffa8709252             2                 
     0.03%  memcached    [kernel.kallsyms]      [.] 0xffffffffa864c478         [.] 0xffffffffa876e727             6                 
     0.03%  memcached    [kernel.kallsyms]      [.] 0xffffffffa864c8d9         [.] 0xffffffffa8650340             44                
     0.03%  memcached    [kernel.kallsyms]      [.] 0xffffffffa864c8fa         [.] 0xffffffffa864c99e             245               
     0.03%  memcached    [kernel.kallsyms]      [.] 0xffffffffa864c999         [.] 0xffffffffa864c890             30                
     0.03%  memcached    [kernel.kallsyms]      [.] 0xffffffffa864c9c3         [.] 0xffffffffa876e786             33                
     0.03%  memcached    [kernel.kallsyms]      [.] 0xffffffffa864c9c3         [.] 0xffffffffa876e786             25                
     0.03%  memcached    [kernel.kallsyms]      [.] 0xffffffffa864c9c3         [.] 0xffffffffa876e786             22                
     0.03%  memcached    [kernel.kallsyms]      [.] 0xffffffffa865038c         [.] 0xffffffffa864c8de             21                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8684b7c         [k] 0xffffffffa8c9b580             27                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8684b85         [k] 0xffffffffa86426cf             1                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa86969c3         [k] 0xffffffffa869dd1f             7                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8696d0e         [k] 0xffffffffa8610afa             111               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8696e98         [k] 0xffffffffa860f14a             161               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa869d843         [k] 0xffffffffa869dd09             15                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa869d843         [k] 0xffffffffa869dd09             8                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa869d9a3         [k] 0xffffffffa869dd14             12                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa869dd0f         [k] 0xffffffffa869d940             6                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa869dd0f         [k] 0xffffffffa869d940             1                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa869dd24         [k] 0xffffffffa86a3750             5                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa86a382b         [k] 0xffffffffa86a375e             473               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa86a382b         [k] 0xffffffffa86a375e             472               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa86fe759         [k] 0xffffffffa93c4688             4                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8700588         [k] 0xffffffffa871b9c0             32                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8700588         [k] 0xffffffffa871b9c0             20                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8700588         [k] 0xffffffffa871b9c0             19                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8700588         [k] 0xffffffffa871b9c0             18                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8706607         [k] 0xffffffffa8718985             204               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8706607         [k] 0xffffffffa8718985             202               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8706607         [k] 0xffffffffa8718985             149               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8706607         [k] 0xffffffffa8718985             56                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8706607         [k] 0xffffffffa8718985             36                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8706607         [k] 0xffffffffa8718985             9                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8706607         [k] 0xffffffffa8718985             5                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870924d         [k] 0xffffffffa8649d70             7                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8709267         [k] 0xffffffffa88a187e             8                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8709267         [k] 0xffffffffa88a187e             3                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870a557         [k] 0xffffffffa8712c4f             64                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870a557         [k] 0xffffffffa8712c4f             6                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870a580         [k] 0xffffffffa8716390             2                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870ac9d         [k] 0xffffffffa8712d81             131               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870ac9d         [k] 0xffffffffa8712d81             104               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870ac9d         [k] 0xffffffffa8712d81             89                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870ac9d         [k] 0xffffffffa8712d81             88                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870ac9d         [k] 0xffffffffa8712d81             85                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870ac9d         [k] 0xffffffffa8712d81             80                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870bf97         [k] 0xffffffffa8716a4d             25                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870bf97         [k] 0xffffffffa8716a4d             19                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870bf97         [k] 0xffffffffa8716a4d             7                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870bf97         [k] 0xffffffffa8716a4d             1                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870d09c         [k] 0xffffffffa871a774             47                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa870ffbd         [k] 0xffffffffa872e480             2                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8710007         [k] 0xffffffffa8713410             64                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8710007         [k] 0xffffffffa8713410             39                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8710007         [k] 0xffffffffa8716363             40                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8710007         [k] 0xffffffffa8716363             9                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8710007         [k] 0xffffffffa8716363             4                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87103f2         [k] 0xffffffffa872ddf0             22                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87103f2         [k] 0xffffffffa872ddf0             15                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa87103f2         [k] 0xffffffffa872ddf0             13                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8712c63         [k] 0xffffffffa8713400             2                 
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8712d7c         [k] 0xffffffffa870abb0             61                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8712d7c         [k] 0xffffffffa870abb0             22                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8712ee2         [k] 0xffffffffa8712fb3             63                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8712ee2         [k] 0xffffffffa8712fb3             47                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8712ee2         [k] 0xffffffffa8712fb3             39                
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8712fae         [k] 0xffffffffa8712e00             251               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8712fae         [k] 0xffffffffa8712e00             240               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8712fae         [k] 0xffffffffa8712e00             134               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8712fae         [k] 0xffffffffa8712e00             112               
     0.03%  memcached    [kernel.kallsyms]      [k] 0xffffffffa8712fae         [k] 0xffffffffa8712e00             41                
